"id";"anneesco_cdn";"anneesco_libusage";"mef_stat_4";"libelle_court";"libelle_long";"date_ouverture";"date_fermeture";"indic_autorise_eleve";"indic_autorise_apprenti";"nb_mef_valide_annsco";"nb_mef_valide_annsco_ea";"nb_sectref_valide_annsco";"mefstat4_ordtri";"date_jeu_donnees"
1040;16;"2012-2013";"2412";"SES 2";"SES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;55;"2017-08-25"
1041;16;"2012-2013";"2413";"SES 3";"SES : 3 EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;56;"2017-08-25"
1042;16;"2012-2013";"2414";"SES 4";"SES : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;57;"2017-08-25"
1043;16;"2012-2013";"2415";"SES 5";"SES : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;58;"2017-08-25"
1044;16;"2012-2013";"2416";"SES 6";"SES : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;59;"2017-08-25"
1045;16;"2012-2013";"2421";"CLAT1";"CLASSE ATELIER : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;60;"2017-08-25"
1046;16;"2012-2013";"2422";"CLAT2";"CLASSE ATELIER : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;61;"2017-08-25"
1047;16;"2012-2013";"2423";"CLAT3";"CLASSE ATELIER : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;62;"2017-08-25"
1048;16;"2012-2013";"2424";"CLAT4";"CLASSE ATELIER : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;63;"2017-08-25"
1049;16;"2012-2013";"2425";"CLAT5";"CLASSE ATELIER : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;64;"2017-08-25"
1050;16;"2012-2013";"2426";"CLAT6";"CLASSE ATELIER : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;65;"2017-08-25"
1051;16;"2012-2013";"2431";"6E SEGPA";"6EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;66;"2017-08-25"
1052;16;"2012-2013";"2432";"5E SEGPA";"5EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;67;"2017-08-25"
1053;16;"2012-2013";"2433";"4E SEGPA";"4EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;68;"2017-08-25"
1054;16;"2012-2013";"2434";"3E SEGPA";"3EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;69;"2017-08-25"
1055;16;"2012-2013";"2435";"SEGPA 1CAP2";"SEGPA CAP EN 2 ANS : 1ERE ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;70;"2017-08-25"
1056;16;"2012-2013";"2436";"SEGPA 2CAP2";"SEGPA CAP EN 2 ANS : 2EME ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;71;"2017-08-25"
1057;16;"2012-2013";"2511";"1BP2";"BREVET PROFESSIONNEL : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";54;0;0;72;"2017-08-25"
1058;16;"2012-2013";"2512";"2BP2";"BREVET PROFESSIONNEL : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";54;0;0;73;"2017-08-25"
1059;16;"2012-2013";"3111";"CPGE-1";"CLASSE PREPA.GRANDES ECOLES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";19;2;2;74;"2017-08-25"
1060;16;"2012-2013";"3112";"CPGE-2";"CLASSE PREPA.GRANDES ECOLES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;3;3;75;"2017-08-25"
1061;16;"2012-2013";"3211";"BTS 1 AN";"BREVET DE TECHNICIEN SUPERIEUR EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";120;9;9;76;"2017-08-25"
1062;16;"2012-2013";"3221";"1BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";129;21;21;77;"2017-08-25"
1063;16;"2012-2013";"3222";"2BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";131;21;21;78;"2017-08-25"
1064;16;"2012-2013";"3231";"1BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;79;"2017-08-25"
1065;16;"2012-2013";"3232";"2BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;80;"2017-08-25"
1066;16;"2012-2013";"3233";"3BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 3EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;81;"2017-08-25"
1067;16;"2012-2013";"3241";"DPECF";"DIP.PREPA.ETUDES COMPTABLES & FINANCIER.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;82;"2017-08-25"
1068;16;"2012-2013";"3242";"CL.M.NIV";"CLASSE DE MISE A NIVEAU POUR BTS";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;83;"2017-08-25"
1069;16;"2012-2013";"3251";"DMA EN 1 AN";"DIP.METIERS D'ARTS EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;84;"2017-08-25"
1070;16;"2012-2013";"3261";"1DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;85;"2017-08-25"
1071;16;"2012-2013";"3262";"2DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;86;"2017-08-25"
1072;16;"2012-2013";"3281";"DSAA-1";"DIP.SUPERIEUR ARTS APPLIQUES :1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;87;"2017-08-25"
1073;16;"2012-2013";"3282";"DSAA-2";"DIP.SUPERIEUR ARTS APPLIQUES :2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";9;0;0;88;"2017-08-25"
1074;16;"2012-2013";"3291";"DNTS";"DIPLOME NATIONAL DE TECHNO SPECIALISE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;89;"2017-08-25"
1075;16;"2012-2013";"3292";"LICENC";"LICENCE";"2002-09-01 00:00:00";"";"Oui";"Oui";1;0;0;90;"2017-08-25"
1076;16;"2012-2013";"32A1";"DCG-1";"DIP DE COMPTA GESTION 1E AN.,  DECF-1";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;91;"2017-08-25"
1077;16;"2012-2013";"32A2";"DCG-2";"DIP DE COMPTA GESTION 2E AN.,  DECF-2";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;92;"2017-08-25"
1078;16;"2012-2013";"32A3";"DCG-3";"DIP DE COMPTA ET GESTION 3E AN.";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;93;"2017-08-25"
1079;16;"2012-2013";"32B1";"DSCG-1";"DIP SUP COMPTA ET GESTION 1E AN., DESCF";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;94;"2017-08-25"
1080;16;"2012-2013";"32B2";"DSCG-2";"DIP SUP COMPTA ET GESTION 2E ANNEE";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;95;"2017-08-25"
1081;16;"2012-2013";"3920";"DEUG";"UNIVERSITE - DEUG";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;96;"2017-08-25"
1082;16;"2012-2013";"3930";"DUT";"UNIVERSITE - DUT";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;97;"2017-08-25"
1083;16;"2012-2013";"3931";"DUT2";"DUT EN 2 ANS";"1999-09-01 00:00:00";"";"Oui";"Oui";72;0;0;98;"2017-08-25"
1084;16;"2012-2013";"4111";"CIPPA";"CYCLE D'INSERTION PROF. PAR ALTERNANCE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;99;"2017-08-25"
1085;16;"2012-2013";"4121";"ITHAQUE";"ITINERAIRE PERSO. D'ACCES A QUALIF.& DIP";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;100;"2017-08-25"
1086;16;"2012-2013";"4131";"SIO";"SESSION D'INFORMATION & D'ORIENTATION";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;101;"2017-08-25"
1129;16;"2012-2013";"4141";"MLDS";"MISSION LUTTE DECROCHAGE SCOLAIRE ex MGI";"2012-09-01 00:00:00";"";"Non";"Non";1;0;0;102;"2017-08-25"
1107;16;"2012-2013";"4211";"MOREA CAP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;103;"2017-08-25"
1087;16;"2012-2013";"4212";"MOREA BEP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;104;"2017-08-25"
1108;16;"2012-2013";"4221";"MOREA BT";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;105;"2017-08-25"
1088;16;"2012-2013";"4222";"MOREA BTN";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;106;"2017-08-25"
1109;16;"2012-2013";"4223";"MOREA BPRO";"MODULE REPREPA.EXAM.PAR ALTERNANCE :BPRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;107;"2017-08-25"
1089;16;"2012-2013";"4224";"MOREA BMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;108;"2017-08-25"
1110;16;"2012-2013";"4225";"MOBAC GENE";"MOREA BAC GENERAL";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;109;"2017-08-25"
1090;16;"2012-2013";"4231";"MOREA BTS";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;110;"2017-08-25"
1111;16;"2012-2013";"4232";"MOREA DMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;111;"2017-08-25"
1091;16;"2012-2013";"4311";"FC CAP";"FORMATION COMPLEMENTAIRE POST CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;112;"2017-08-25"
1112;16;"2012-2013";"4312";"FC BEP";"FORMATION COMPLEMENTAIRE POST BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;113;"2017-08-25"
1092;16;"2012-2013";"4321";"FC BT";"FORMATION COMPLEMENTAIRE POST BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;114;"2017-08-25"
1113;16;"2012-2013";"4322";"FC BTN";"FORMATION COMPLEMENTAIRE POST BAC TECHNO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;115;"2017-08-25"
1093;16;"2012-2013";"4323";"FC BACPRO";"FORMATION COMPLEMENTAIRE POST BAC PRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;116;"2017-08-25"
1114;16;"2012-2013";"4324";"FC BMA";"FORMATION COMPLEMENTAIRE POST BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;117;"2017-08-25"
1094;16;"2012-2013";"4331";"FC BTS";"FORMATION COMPLEMENTAIRE POST BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;118;"2017-08-25"
1115;16;"2012-2013";"4332";"FC DMA";"FORMATION COMPLEMENTAIRE POST DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;119;"2017-08-25"
1095;16;"2012-2013";"4411";"FCIL NIV-5";"FCIL & FC NON DIPLOMANTE POST NIVEAU-5";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;120;"2017-08-25"
1116;16;"2012-2013";"4421";"FCIL NIV-4";"FCIL & FC NON DIPLOMANTE POST NIVEAU-4";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;121;"2017-08-25"
1096;16;"2012-2013";"4431";"FCIL NIV-3";"FCIL & FC NON DIPLOMANTE POST NIVEAU-3";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;122;"2017-08-25"
1117;16;"2012-2013";"4441";"FCIL G-T";"FCIL & FC NON DIPLOM.POST GENE. & TECHNO";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;123;"2017-08-25"
1097;16;"2012-2013";"4511";"FORM.INTEG.";"FORMATION INTEGREE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;124;"2017-08-25"
1118;16;"2012-2013";"4521";"FINTG 1CAP2";"FORMATION INTEGREE CAP 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;125;"2017-08-25"
1098;16;"2012-2013";"4522";"FINTG 2CAP2";"FORMATION INTEGREE CAP 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;126;"2017-08-25"
1119;16;"2012-2013";"4531";"FINTG 1CAP3";"FORMATION INTEGREE CAP 3 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;127;"2017-08-25"
1099;16;"2012-2013";"4532";"FINTG 2CAP3";"FORMATION INTEGREE CAP 3 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;128;"2017-08-25"
1120;16;"2012-2013";"4533";"FINTG 3CAP3";"FORMATION INTEGREE CAP 3 ANS : 3E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;129;"2017-08-25"
1100;16;"2012-2013";"4611";"MODAL NIV-5";"MODULE D'ACTION EN LYCEE NIVEAU 5";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;130;"2017-08-25"
1121;16;"2012-2013";"4621";"MODAL NIV-4";"MODULE D'ACTION EN LYCEE NIVEAU 4";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;131;"2017-08-25"
1101;16;"2012-2013";"4631";"MODAL NIV-3";"MODULE D'ACTION EN LYCEE NIVEAU 3";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;132;"2017-08-25"
1122;16;"2012-2013";"4711";"NCE78 1CAP2";"NCE DECISION 78- CAP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;133;"2017-08-25"
1102;16;"2012-2013";"4712";"NCE78 2CAP2";"NCE DECISION 78- CAP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;134;"2017-08-25"
1123;16;"2012-2013";"4721";"NCE78 1BEP2";"NCE DECISION 78- BEP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;135;"2017-08-25"
1103;16;"2012-2013";"4722";"NCE78 2BEP2";"NCE DECISION 78- BEP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;136;"2017-08-25"
1124;16;"2012-2013";"4731";"NCE78 1BPR2";"NCE DECISION 78- BAC PRO 2ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;137;"2017-08-25"
1104;16;"2012-2013";"4732";"NCE78 2BPR2";"NCE DECISION 78- BAC PRO 2ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;138;"2017-08-25"
1125;16;"2012-2013";"4741";"NCE78 1BMA2";"NCE DECISION 78- BMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;139;"2017-08-25"
1105;16;"2012-2013";"4742";"NCE78 2BMA2";"NCE DECISION 78- BMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;140;"2017-08-25"
1126;16;"2012-2013";"4751";"NCE78 1BTS2";"NCE DECISION 78- BTS EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;141;"2017-08-25"
1106;16;"2012-2013";"4752";"NCE78 2BTS2";"NCE DECISION 78- BTS EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;142;"2017-08-25"
1127;16;"2012-2013";"4761";"NCE78 1DMA2";"NCE DECISION 78- DMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;143;"2017-08-25"
1128;16;"2012-2013";"4762";"NCE78 2DMA2";"NCE DECISION 78- DMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;144;"2017-08-25"
1130;16;"2012-2013";"5111";"PDPREBAC1";"PREPA.DIVERSE PRE-BAC  : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;145;"2017-08-25"
1131;16;"2012-2013";"5112";"PDPREBAC2";"PREPA.DIVERSE PRE-BAC  : 2EME ANNEE";"2000-09-01 00:00:00";"";"Oui";"Oui";2;0;0;146;"2017-08-25"
1132;16;"2012-2013";"5211";"PDPOSTBAC1";"PREPA.DIVERSE POST-BAC : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;147;"2017-08-25"
1133;16;"2012-2013";"5212";"PDPOSTBAC2";"PREPA.DIVERSE POST-BAC : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;148;"2017-08-25"
1134;16;"2012-2013";"5213";"PDPOSTBAC3";"PREPA.DIVERSE POST-BAC : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;149;"2017-08-25"
1135;16;"2012-2013";"6111";"CAP1-A";"CAP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;150;"2017-08-25"
1136;16;"2012-2013";"6112";"CAP1-Q";"CAP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;151;"2017-08-25"
1137;16;"2012-2013";"6121";"BEP1-A";"BEP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;152;"2017-08-25"
1138;16;"2012-2013";"6122";"BEP1-Q";"BEP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;153;"2017-08-25"
1139;16;"2012-2013";"6131";"BPR1-A";"BPR1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;154;"2017-08-25"
1140;16;"2012-2013";"6132";"BPR1-Q";"BPR1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;155;"2017-08-25"
1141;16;"2012-2013";"6141";"BTS1-A";"BTS1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;156;"2017-08-25"
1142;16;"2012-2013";"6142";"BTS1-Q";"BTS1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;157;"2017-08-25"
1143;16;"2012-2013";"6151";"BP-A";"BP STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;158;"2017-08-25"
1144;16;"2012-2013";"6191";"1FIN-A";"F-INT STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;159;"2017-08-25"
1145;16;"2012-2013";"6193";"1FIN-Q";"F-INT STATUT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;160;"2017-08-25"
1146;16;"2012-2013";"6195";"FNDI-Q";"F-INT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;161;"2017-08-25"
1147;16;"2012-2013";"9011";"VIE ACTIVE";"VIE ACTIVE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;162;"2017-08-25"
1148;16;"2012-2013";"9012";"SERV.MILI.";"SERVICE MILITAIRE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;163;"2017-08-25"
1149;16;"2012-2013";"9021";"STAGE";"STAGE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;164;"2017-08-25"
1150;16;"2012-2013";"9991";"NON SCOLAR.";"NON SCOLARISE";"1995-09-01 00:00:00";"";"Non";"Non";0;0;0;167;"2017-08-25"
1151;16;"2012-2013";"9999";"INDETERMINE";"INDETERMINE";"1992-09-01 00:00:00";"";"Non";"Oui";0;0;0;168;"2017-08-25"
1152;17;"2013-2014";"1110";"TPS";"TOUTE PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;1;"2017-08-25"
1153;17;"2013-2014";"1111";"PS";"PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;2;"2017-08-25"
1154;17;"2013-2014";"1112";"MS";"MOYENNE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;3;"2017-08-25"
1155;17;"2013-2014";"1113";"GS";"GRANDE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;4;"2017-08-25"
1156;17;"2013-2014";"1121";"CP";"COURS PREPARATOIRE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;5;"2017-08-25"
1157;17;"2013-2014";"1122";"CE1";"COURS ELEMENTAIRE 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;6;"2017-08-25"
1158;17;"2013-2014";"1123";"CE2";"COURS ELEMENTAIRE 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;7;"2017-08-25"
1159;17;"2013-2014";"1124";"CM1";"COURS MOYEN 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;8;"2017-08-25"
1160;17;"2013-2014";"1125";"CM2";"COURS MOYEN 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;9;"2017-08-25"
1161;17;"2013-2014";"1211";"INIT.1E DEG";"1ER DEGRE : INITIATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;10;"2017-08-25"
1162;17;"2013-2014";"1311";"ADAP.1E DEG";"1ER DEGRE : ADAPTATION";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;11;"2017-08-25"
1163;17;"2013-2014";"1411";"SPEC.1E DEG";"1ER DEGRE : ENSEIGNEMENT SPECIAL";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;12;"2017-08-25"
1164;17;"2013-2014";"2111";"6EME";"6EME";"1992-09-01 00:00:00";"";"Oui";"Oui";5;0;0;13;"2017-08-25"
1165;17;"2013-2014";"2112";"5EME";"5EME";"1992-09-01 00:00:00";"";"Oui";"Oui";5;0;0;14;"2017-08-25"
1166;17;"2013-2014";"2114";"4EME AES";"4EME D'AIDE ET DE SOUTIEN";"1993-09-01 00:00:00";"";"Non";"Non";0;0;0;15;"2017-08-25"
1167;17;"2013-2014";"2115";"4EME";"4EME (NC 4E AES)";"1992-09-01 00:00:00";"";"Oui";"Oui";6;2;2;16;"2017-08-25"
1168;17;"2013-2014";"2116";"3EME";"3EME";"1992-09-01 00:00:00";"";"Oui";"Oui";8;1;2;17;"2017-08-25"
1169;17;"2013-2014";"2118";"DISPO RELAI";"DISPOSITIFS RELAIS";"1997-09-01 00:00:00";"";"Oui";"Oui";2;0;0;19;"2017-08-25"
1170;17;"2013-2014";"2119";"ULIS";"UNITES LOCALISEES INCLUSION SCO.(EX UPI)";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;20;"2017-08-25"
1171;17;"2013-2014";"2121";"4E TECHNO";"4EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;21;"2017-08-25"
1172;17;"2013-2014";"2122";"3E TECHNO";"3EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;22;"2017-08-25"
1173;17;"2013-2014";"2132";"CPA";"CPA";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;24;"2017-08-25"
1174;17;"2013-2014";"2133";"CLIPA";"CL.D'INITIATION PREPROF. PAR ALTERNANCE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;25;"2017-08-25"
1175;17;"2013-2014";"2134";"APP JUNIOR";"FORMATION D'APPRENTI JUNIOR";"2006-09-01 00:00:00";"";"Non";"Non";0;0;0;26;"2017-08-25"
1176;17;"2013-2014";"2135";"DIMA";"DISPO D'INITIATION METIERS EN ALTERNANCE";"2008-09-01 00:00:00";"";"Oui";"Oui";1;1;1;27;"2017-08-25"
1177;17;"2013-2014";"2211";"2NDE G-T";"SECONDE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";13;1;1;28;"2017-08-25"
1178;17;"2013-2014";"2212";"1ERE G-T";"PREMIERE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";37;5;5;29;"2017-08-25"
1179;17;"2013-2014";"2213";"TERM G-T";"TERMINALE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";34;5;5;30;"2017-08-25"
1180;17;"2013-2014";"2311";"CAP 1 AN";"CAP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";190;0;0;31;"2017-08-25"
1181;17;"2013-2014";"2321";"1CAP2";"CAP EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";209;23;23;32;"2017-08-25"
1182;17;"2013-2014";"2322";"2CAP2";"CAP EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";210;23;23;33;"2017-08-25"
1183;17;"2013-2014";"2331";"1CAP3";"CAP EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;34;"2017-08-25"
1184;17;"2013-2014";"2332";"2CAP3";"CAP EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;35;"2017-08-25"
1185;17;"2013-2014";"2333";"3CAP3";"CAP EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;36;"2017-08-25"
1186;17;"2013-2014";"2341";"BEP 1 AN";"BEP EN 1 AN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;37;"2017-08-25"
1187;17;"2013-2014";"2351";"2NDE BEP";"BEP 2 ANS : 2NDE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;38;"2017-08-25"
1188;17;"2013-2014";"2352";"TERM BEP";"BEP 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;39;"2017-08-25"
1189;17;"2013-2014";"2361";"BACPRO 1 AN";"BAC PROFESSIONNEL EN 1 AN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;40;"2017-08-25"
1190;17;"2013-2014";"2371";"1BACPRO2";"BAC PRO 2 ANS : 1ERE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;41;"2017-08-25"
1191;17;"2013-2014";"2372";"TBACPRO2";"BAC PRO 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;42;"2017-08-25"
1192;17;"2013-2014";"2381";"2NDE PRO";"BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";97;13;24;43;"2017-08-25"
